District,Soil Type,Crop,Ideal Season,Average Temperature (°C),Average Rainfall (mm),Yield (tons/acre)
THIRUVARUR,Kharif     ,Sunflower,34,28.08166093,38.07659414
THIRUVARUR,Kharif     ,Urad,5205,27.1994597,40.8106299
THIRUVARUR,Whole Year ,Arecanut,,28.05484146,53.10207889
THIRUVARUR,Whole Year ,Ash Gourd,0,25.14748006,40.74536757
THIRUVARUR,Whole Year ,Banana,11603,25.94019018,111.9684622
THIRUVARUR,Whole Year ,Ber,0,27.66752761,108.0458926
THIRUVARUR,Whole Year ,Bhindi,203,25.56703012,102.5184759
THIRUVARUR,Whole Year ,Bitter Gourd,0,28.6956201,110.2316633
THIRUVARUR,Whole Year ,Bottle Gourd,0,26.33544853,109.3905998
THIRUVARUR,Whole Year ,Brinjal,771,25.93730186,109.4169192
THIRUVARUR,Whole Year ,Cashewnut,7,25.13686519,104.8955643
THIRUVARUR,Whole Year ,Citrus Fruit,30,27.50527651,106.9659201
THIRUVARUR,Whole Year ,Coconut ,80800,26.21009246,108.0423555
THIRUVARUR,Whole Year ,Coriander,1,29.10403455,109.3930157
THIRUVARUR,Whole Year ,Cucumber,0,29.2440638,104.7693804
THIRUVARUR,Whole Year ,Drum Stick,0,25.56202173,105.7595811
THIRUVARUR,Whole Year ,Dry chillies,17,26.3985515,108.3168858
THIRUVARUR,Whole Year ,Jack Fruit,184,28.09577643,104.5375109
THIRUVARUR,Whole Year ,Lab-Lab,0,27.84767901,107.6836871
THIRUVARUR,Whole Year ,Mango,922,27.39341554,108.5468633
THIRUVARUR,Whole Year ,Onion,9,25.14517635,104.8216333
THIRUVARUR,Whole Year ,Other Citrus Fruit,0,28.65456263,102.8593382
THIRUVARUR,Whole Year ,Other Vegetables,0,29.16093424,108.0756727
THIRUVARUR,Whole Year ,Papaya,0,27.57278064,105.6499907
THIRUVARUR,Whole Year ,Pome Fruit,56,25.40909896,111.6631582
THIRUVARUR,Whole Year ,Pome Granet,0,25.99069521,112.4349689
THIRUVARUR,Whole Year ,Pump Kin,0,26.29039046,107.3416913
THIRUVARUR,Whole Year ,Redish,0,29.14827211,105.1834976
THIRUVARUR,Whole Year ,Ribed Guard,0,26.59743595,111.2818551
THIRUVARUR,Whole Year ,Snak Guard,0,25.36059237,109.0946323
THIRUVARUR,Whole Year ,Sugarcane,179462,29.12036889,102.8013275
THIRUVARUR,Whole Year ,Sweet potato,29,27.53911354,106.8704803
THIRUVARUR,Whole Year ,Tapioca,4582,29.66727337,108.4758509
THIRUVARUR,Whole Year ,Tomato,10,25.05802193,102.860084
THIRUVARUR,Whole Year ,Turmeric,25,25.86824781,103.1969341
THIRUVARUR,Kharif     ,Arhar/Tur,1,25.85036988,111.0196744
THIRUVARUR,Kharif     ,Castor seed,,26.51682337,104.3739878
THIRUVARUR,Kharif     ,Cotton(lint),4245,28.66725136,111.2800516
THIRUVARUR,Kharif     ,Groundnut,2892,28.14938935,104.0277061
THIRUVARUR,Kharif     ,Maize,27,26.42313317,108.2287276
THIRUVARUR,Kharif     ,Moong(Green Gram),6851,26.59386409,111.2232716
THIRUVARUR,Kharif     ,Other Kharif pulses,1,27.71822477,103.8799347
THIRUVARUR,Kharif     ,Ragi,9,28.98333432,104.6735454
THIRUVARUR,Kharif     ,Rice,239805,29.42017919,111.2787584
THIRUVARUR,Kharif     ,Sesamum,315,27.39872329,108.065579
THIRUVARUR,Kharif     ,Sunflower,111,26.4020227,104.7847006
THIRUVARUR,Kharif     ,Urad,10235,27.81251452,109.8695196
THIRUVARUR,Whole Year ,Arecanut,7,25.19640218,110.9653137
THIRUVARUR,Whole Year ,Banana,14697,28.31193338,106.9216033
THIRUVARUR,Whole Year ,Cashewnut,6,25.90113128,109.2853418
THIRUVARUR,Whole Year ,Coconut ,47400,27.48612983,106.0380805
THIRUVARUR,Whole Year ,Coriander,,29.38254012,112.459697
THIRUVARUR,Whole Year ,Dry chillies,15,29.22118628,110.2437841
THIRUVARUR,Whole Year ,Onion,10,27.09062164,106.2817706
THIRUVARUR,Whole Year ,Sugarcane,201877,26.12643374,107.1951707
THIRUVARUR,Whole Year ,Sweet potato,30,29.01207743,105.2240743
THIRUVARUR,Whole Year ,Tapioca,2765,27.96799119,107.5660804
THIRUVARUR,Whole Year ,Turmeric,22,28.0764455,109.6623974
THIRUVARUR,Kharif     ,Castor seed,,25.16278237,103.3183074
THIRUVARUR,Kharif     ,Cotton(lint),1207,20.87974371,110.4606459
THIRUVARUR,Kharif     ,Groundnut,4841,21.77046169,102.5538035
THIRUVARUR,Kharif     ,Maize,,23.00445915,111.0217929
THIRUVARUR,Kharif     ,Moong(Green Gram),3355,26.49109635,106.3602023
THIRUVARUR,Kharif     ,Ragi,4,20.13017482,104.617522
THIRUVARUR,Kharif     ,Rice,243450,23.05804872,104.991282
THIRUVARUR,Kharif     ,Sannhamp,,22.70883798,103.0295938
THIRUVARUR,Kharif     ,Sesamum,900,20.27774362,109.4429934
THIRUVARUR,Kharif     ,Small millets,2,24.51588066,106.8685636
THIRUVARUR,Kharif     ,Sunflower,2,23.22397386,111.3779693
THIRUVARUR,Kharif     ,Urad,8257,26.52723513,105.6209954
THIRUVARUR,Whole Year ,Arecanut,5,23.97898217,110.9633894
THIRUVARUR,Whole Year ,Banana,20624,26.80079604,110.6956184
THIRUVARUR,Whole Year ,Cashewnut,2,24.01497622,103.7084055
THIRUVARUR,Whole Year ,Coconut ,559,25.66585205,102.6488846
THIRUVARUR,Whole Year ,Coriander,,24.28209415,110.4432293
THIRUVARUR,Whole Year ,Dry chillies,5,21.58711777,104.6843243
THIRUVARUR,Whole Year ,Sugarcane,385581,23.79391957,111.1382096
THIRUVARUR,Whole Year ,Sweet potato,104,21.8652524,105.4766591
THIRUVARUR,Whole Year ,Tapioca,5350,23.57943626,108.6793978
THIRUVARUR,Whole Year ,Turmeric,28,21.32504158,105.529185
THIRUVARUR,Kharif     ,Rice,586375,25.15745531,112.1926517
THIRUVARUR,Whole Year ,Arecanut,7,21.94766735,111.7162016
THIRUVARUR,Whole Year ,Banana,19665,21.0525355,107.6435771
THIRUVARUR,Whole Year ,Cashewnut,2,23.48381344,104.88189
THIRUVARUR,Whole Year ,Coconut ,1099,25.0756354,109.2537734
THIRUVARUR,Whole Year ,Cotton(lint),814,26.35927159,105.6917856
THIRUVARUR,Whole Year ,Dry chillies,5,24.52922681,106.61905
THIRUVARUR,Whole Year ,Groundnut,5844,20.77576147,106.1606833
THIRUVARUR,Whole Year ,Moong(Green Gram),12061,22.30157427,110.5764023
THIRUVARUR,Whole Year ,Sesamum,1330,21.44653958,107.6103211
THIRUVARUR,Whole Year ,Sugarcane,350333,22.17931888,112.4750941
THIRUVARUR,Whole Year ,Sweet potato,50,24.52783742,109.0357597
THIRUVARUR,Whole Year ,Tapioca,1695,20.26707606,109.9130984
THIRUVARUR,Whole Year ,Turmeric,23,25.7354293,103.6012114
THIRUVARUR,Whole Year ,Urad,22434,26.79533926,106.977723
THIRUVARUR,Kharif     ,Rice,311306,26.75754171,110.0932899
THIRUVARUR,Whole Year ,Arecanut,8,23.86330467,106.128338
THIRUVARUR,Whole Year ,Banana,22390,21.01944696,104.4407083
THIRUVARUR,Whole Year ,Cashewnut,2,24.17298839,107.0050976
THIRUVARUR,Whole Year ,Coconut ,1263,22.78133816,112.337046
THIRUVARUR,Whole Year ,Cotton(lint),1581,25.62980105,102.8186358
THIRUVARUR,Whole Year ,Dry chillies,5,25.59704938,106.2784673
THIRUVARUR,Whole Year ,Groundnut,17349,23.83067496,109.8076178
THIRUVARUR,Whole Year ,Jowar,9,26.31355498,108.3121789
THIRUVARUR,Whole Year ,Maize,32,24.8972823,92.82840911
THIRUVARUR,Whole Year ,Moong(Green Gram),4910,24.958779,101.0494791
THIRUVARUR,Whole Year ,Sesamum,1504,23.24113501,104.9378
THIRUVARUR,Whole Year ,Sugarcane,245295,21.66628296,90.10978128
THIRUVARUR,Whole Year ,Sunflower,8,24.63544858,113.2297373
THIRUVARUR,Whole Year ,Tapioca,8736,23.43121862,114.5357503
THIRUVARUR,Whole Year ,Turmeric,21,20.0454142,97.32531705
THIRUVARUR,Whole Year ,Urad,11132,23.85724032,99.34482238
THIRUVARUR,Kharif     ,Rice,206611,21.97199397,113.8729798
THIRUVARUR,Kharif     ,Small millets,,26.22916897,100.0075679
THIRUVARUR,Whole Year ,Arecanut,8,23.44676801,98.75084366
THIRUVARUR,Whole Year ,Banana,17870,25.65553461,100.1692639
THIRUVARUR,Whole Year ,Cashewnut,2,24.44345477,118.2761894
THIRUVARUR,Whole Year ,Coconut ,953000,20.2801937,99.72430835
THIRUVARUR,Whole Year ,Cotton(lint),1054,21.7238313,108.3957179
THIRUVARUR,Whole Year ,Dry chillies,7,20.41447029,98.66679427
THIRUVARUR,Whole Year ,Groundnut,2457,25.75528612,119.84797
THIRUVARUR,Whole Year ,Maize,6,20.61521424,108.66464
THIRUVARUR,Whole Year ,Moong(Green Gram),1952,21.84106875,102.7867717
THIRUVARUR,Whole Year ,Sesamum,369,20.08369642,116.1616839
THIRUVARUR,Whole Year ,Sugarcane,251727,24.45802087,118.6858263
THIRUVARUR,Whole Year ,Sunflower,1,21.14347496,98.21747528
THIRUVARUR,Whole Year ,Tapioca,8279,25.78720567,91.46442491
THIRUVARUR,Whole Year ,Turmeric,12,23.64124821,105.0776992
THIRUVARUR,Whole Year ,Urad,10290,23.43191632,112.0700033
THIRUVARUR,Kharif     ,Rice,483125,24.97669518,92.07835761
THIRUVARUR,Whole Year ,Arecanut,4,22.72791041,90.66727868
THIRUVARUR,Whole Year ,Banana,16425,24.87300744,93.10247183
THIRUVARUR,Whole Year ,Cashewnut,2,21.32376327,98.16752001
THIRUVARUR,Whole Year ,Coconut ,76900,26.29465461,109.5408614
THIRUVARUR,Whole Year ,Cotton(lint),996,22.2286982,117.2878912
THIRUVARUR,Whole Year ,Dry chillies,4,26.73072391,94.31102057
THIRUVARUR,Whole Year ,Groundnut,6832,24.88921174,119.218154
THIRUVARUR,Whole Year ,Moong(Green Gram),9959,26.88444878,102.4633775
THIRUVARUR,Whole Year ,Sesamum,367,22.67846116,109.575944
THIRUVARUR,Whole Year ,Sugarcane,171958,26.08867875,91.34276507
THIRUVARUR,Whole Year ,Tapioca,7307,25.42977518,112.9794804
THIRUVARUR,Whole Year ,Turmeric,10,26.40323239,112.0777152
THIRUVARUR,Whole Year ,Urad,15351,26.04371967,118.6730366
THIRUVARUR,Kharif     ,Cotton(lint),2495,25.2827223,117.536781
THIRUVARUR,Kharif     ,Groundnut,9537,22.08576562,107.3944717
THIRUVARUR,Kharif     ,Moong(Green Gram),8960,23.28617173,116.5531455
THIRUVARUR,Kharif     ,Rice,285589,25.48591986,112.3982055
THIRUVARUR,Kharif     ,Urad,12540,23.67575393,110.3262123
THIRUVARUR,Whole Year ,Sugarcane,91711,20.82477109,110.2511102
THIRUVARUR,Kharif     ,Groundnut,44,26.92995077,110.4408803
THIRUVARUR,Kharif     ,Rice,789997,23.83509503,116.3019555
THIRUVARUR,Rabi       ,Cotton(lint),4615,26.52872817,119.0856171
THIRUVARUR,Rabi       ,Groundnut,22996,26.46428311,108.8547508
THIRUVARUR,Rabi       ,Maize,20,22.69657794,118.2583441
THIRUVARUR,Whole Year ,Arecanut,5,22.68319059,91.40508414
THIRUVARUR,Whole Year ,Banana,18439,21.53346343,95.12322062
THIRUVARUR,Whole Year ,Cashewnut,1,21.40865769,109.9825551
THIRUVARUR,Whole Year ,Coconut ,106300000,26.54348085,102.2099836
THIRUVARUR,Whole Year ,Dry chillies,7,23.35905428,109.022564
THIRUVARUR,Whole Year ,Moong(Green Gram),11460,22.61359953,117.229079
THIRUVARUR,Whole Year ,Onion,13,26.10018422,112.1355384
THIRUVARUR,Whole Year ,Sugarcane,61667,23.55882094,111.0162259
THIRUVARUR,Whole Year ,Tapioca,4708,19.97215954,99.20961514
THIRUVARUR,Whole Year ,Turmeric,44,18.47891261,115.8586081
THIRUVARUR,Whole Year ,Urad,19100,21.77689322,119.695765
THIRUVARUR,Kharif     ,Arhar/Tur,8,25.6217169,110.10323
THIRUVARUR,Kharif     ,Cotton(lint),2417,25.19192419,109.2768851
THIRUVARUR,Kharif     ,Groundnut,10729,20.41683147,109.2486647
THIRUVARUR,Kharif     ,Moong(Green Gram),5340,24.92162194,108.8616474
THIRUVARUR,Kharif     ,Rice,192843,23.31689124,110.1331182
THIRUVARUR,Kharif     ,Urad,6765,24.84016732,104.4812858
THIRUVARUR,Whole Year ,Sugarcane,57898,22.27526694,90.43495443
THIRUVARUR,Kharif     ,Rice,820538,18.87751445,119.4765557
THIRUVARUR,Kharif     ,Urad,487,25.19008683,118.9923573
THIRUVARUR,Rabi       ,Cotton(lint),9189,18.25405352,90.94554618
THIRUVARUR,Rabi       ,Groundnut,17733,24.6129118,114.2005455
THIRUVARUR,Rabi       ,Jowar,2,25.1420613,91.06493353
THIRUVARUR,Rabi       ,Maize,5,23.09348056,96.45042585
THIRUVARUR,Rabi       ,Moong(Green Gram),56184,18.05033737,113.1161095
THIRUVARUR,Rabi       ,Urad,60610,24.9321581,92.78133617
THIRUVARUR,Whole Year ,Arecanut,3,18.14710054,94.32961456
THIRUVARUR,Whole Year ,Arhar/Tur,2,18.28362235,91.73358569
THIRUVARUR,Whole Year ,Banana,14911,18.83344471,100.6619171
THIRUVARUR,Whole Year ,Cashewnut,1,25.71895816,98.00403016
THIRUVARUR,Whole Year ,Coconut ,68500000,25.33797709,103.5045395
THIRUVARUR,Whole Year ,Dry chillies,2,23.89114571,95.83016448
THIRUVARUR,Whole Year ,Sugarcane,52098,21.53574127,97.55986676
THIRUVARUR,Whole Year ,Tapioca,4548,23.08974909,94.68180316
TIRUCHIRAPPALLI,Kharif     ,Banana,392293,25.61707368,90.45142867
TIRUCHIRAPPALLI,Kharif     ,Horse-gram,530,21.44526922,90.24211529
TIRUCHIRAPPALLI,Kharif     ,Onion,22770,18.51816776,96.47800391
TIRUCHIRAPPALLI,Kharif     ,Sesamum,670,22.53510514,111.0843029
TIRUCHIRAPPALLI,Kharif     ,Small millets,1370,23.02038334,100.5123341
TIRUCHIRAPPALLI,Whole Year ,Arhar/Tur,750,24.89364635,99.46950465
TIRUCHIRAPPALLI,Whole Year ,Bajra,4800,25.77175115,105.4220251
TIRUCHIRAPPALLI,Whole Year ,Banana,564660,19.39851734,91.99964712
TIRUCHIRAPPALLI,Whole Year ,Cashewnut,120,21.54156232,109.0921631
TIRUCHIRAPPALLI,Whole Year ,Castor seed,140,23.79746068,108.3690513
TIRUCHIRAPPALLI,Whole Year ,Coriander,540,18.9802729,108.5501443
TIRUCHIRAPPALLI,Whole Year ,Cotton(lint),22580,24.10859207,90.81250457
TIRUCHIRAPPALLI,Whole Year ,Dry chillies,1620,24.7947077,103.7040783
TIRUCHIRAPPALLI,Whole Year ,Gram,50,21.63162756,94.37987496
TIRUCHIRAPPALLI,Whole Year ,Groundnut,20130,25.37548751,92.15524332
TIRUCHIRAPPALLI,Whole Year ,Jowar,39930,22.21738222,98.12565829
TIRUCHIRAPPALLI,Whole Year ,Maize,10,20.58314011,90.09586854
TIRUCHIRAPPALLI,Whole Year ,Moong(Green Gram),210,24.87502824,98.67527561
TIRUCHIRAPPALLI,Whole Year ,Pulses total,2690,20.03728219,95.85118326
TIRUCHIRAPPALLI,Whole Year ,Ragi,370,25.95263264,95.70525913
TIRUCHIRAPPALLI,Whole Year ,Rice,223530,19.28889933,92.19721736
TIRUCHIRAPPALLI,Whole Year ,Small millets,10,20.57981887,98.00687989
TIRUCHIRAPPALLI,Whole Year ,Sugarcane,5806000,24.71417533,97.72843182
TIRUCHIRAPPALLI,Whole Year ,Sunflower,3520,20.27317074,93.75441586
TIRUCHIRAPPALLI,Whole Year ,Sweet potato,1030,18.41932981,95.3713484
TIRUCHIRAPPALLI,Whole Year ,Tapioca,225530,23.39128187,98.46768642
TIRUCHIRAPPALLI,Whole Year ,Total foodgrain,272710,19.84939404,94.11213345
TIRUCHIRAPPALLI,Whole Year ,Turmeric,540,21.869274,97.31258083
TIRUCHIRAPPALLI,Whole Year ,Urad,1000,22.8056033,99.35408185
TIRUCHIRAPPALLI,Kharif     ,Arhar/Tur,2482,19.0781471,89.85646496
TIRUCHIRAPPALLI,Kharif     ,Bajra,13652,22.02720976,91.87312479
TIRUCHIRAPPALLI,Kharif     ,Cotton(lint),13047,23.80546189,94.42850522
TIRUCHIRAPPALLI,Kharif     ,Groundnut,55803,18.52510753,91.55845821
TIRUCHIRAPPALLI,Kharif     ,Horse-gram,950,23.50297882,97.41054011
TIRUCHIRAPPALLI,Kharif     ,Jowar,50923,26.54986394,95.74606104
TIRUCHIRAPPALLI,Kharif     ,Maize,40,19.29563411,98.33351125
TIRUCHIRAPPALLI,Kharif     ,Mesta,467,20.68899915,99.9834242
TIRUCHIRAPPALLI,Kharif     ,Moong(Green Gram),1726,19.32666088,99.61465679
TIRUCHIRAPPALLI,Kharif     ,Pulses total,13550,24.60532218,94.62954663
TIRUCHIRAPPALLI,Kharif     ,Ragi,528,22.27373646,98.63333684
TIRUCHIRAPPALLI,Kharif     ,Rice,244008,25.70196694,97.01331604
TIRUCHIRAPPALLI,Kharif     ,Sesamum,5364,19.20129357,90.28624348
TIRUCHIRAPPALLI,Kharif     ,Small millets,800,21.70181447,90.65022183
TIRUCHIRAPPALLI,Kharif     ,Sunflower,3353,20.51716779,91.82271568
TIRUCHIRAPPALLI,Kharif     ,Total foodgrain,32667,23.30355338,90.82549241
TIRUCHIRAPPALLI,Kharif     ,Urad,8013,24.2547451,92.09609766
TIRUCHIRAPPALLI,Rabi       ,Gram,27,24.86374934,100.2585673
TIRUCHIRAPPALLI,Whole Year ,Banana,847531,22.6265115,92.99739415
TIRUCHIRAPPALLI,Whole Year ,Black pepper,1,18.04185513,100.2160615
TIRUCHIRAPPALLI,Whole Year ,Cashewnut,158,23.26237612,98.81596545
TIRUCHIRAPPALLI,Whole Year ,Castor seed,479,22.88330922,98.00644238
TIRUCHIRAPPALLI,Whole Year ,Coriander,1069,25.97482359,91.67241761
TIRUCHIRAPPALLI,Whole Year ,Dry chillies,1533,26.14384005,95.99487068
TIRUCHIRAPPALLI,Whole Year ,Onion,27316,18.66116213,97.38741498
TIRUCHIRAPPALLI,Whole Year ,Sugarcane,1899500,25.10787449,95.8445641
TIRUCHIRAPPALLI,Whole Year ,Sweet potato,2731,23.33844615,100.8124659
TIRUCHIRAPPALLI,Whole Year ,Tapioca,235183,25.08239719,90.21633216
TIRUCHIRAPPALLI,Whole Year ,Turmeric,1062,25.36768364,90.14047759
TIRUCHIRAPPALLI,Kharif     ,Arhar/Tur,1740,25.34217103,97.41586402
TIRUCHIRAPPALLI,Kharif     ,Bajra,6835,25.00933355,93.36718816
TIRUCHIRAPPALLI,Kharif     ,Castor seed,419,18.66746724,97.76832322
TIRUCHIRAPPALLI,Kharif     ,Cotton(lint),9562,20.37999665,95.257992
TIRUCHIRAPPALLI,Kharif     ,Groundnut,38672,18.09300227,92.37238878
TIRUCHIRAPPALLI,Kharif     ,Horse-gram,841,26.16985907,91.63074547
TIRUCHIRAPPALLI,Kharif     ,Jowar,42088,18.65396672,92.26439205
TIRUCHIRAPPALLI,Kharif     ,Korra,137,26.07470121,96.27792547
TIRUCHIRAPPALLI,Kharif     ,Maize,399,18.92851916,94.49161372
TIRUCHIRAPPALLI,Kharif     ,Mesta,163,23.30546753,90.29643888
TIRUCHIRAPPALLI,Kharif     ,Moong(Green Gram),1775,18.74826712,90.40332704
TIRUCHIRAPPALLI,Kharif     ,Ragi,812,19.74213321,90.89173106
TIRUCHIRAPPALLI,Kharif     ,Rice,309928,25.73044432,95.23444287
TIRUCHIRAPPALLI,Kharif     ,Sesamum,6005,17.02498456,100.7586226
TIRUCHIRAPPALLI,Kharif     ,Sunflower,3350,19.02061277,96.59816497
TIRUCHIRAPPALLI,Kharif     ,Urad,9592,17.88776475,99.642454
TIRUCHIRAPPALLI,Kharif     ,Varagu,5270,18.86805647,97.55155537
TIRUCHIRAPPALLI,Rabi       ,Gram,85,18.36952567,90.40260445
TIRUCHIRAPPALLI,Rabi       ,Samai,411,20.45078582,92.84991507
TIRUCHIRAPPALLI,Whole Year ,Banana,392293,20.6543203,93.30247448
TIRUCHIRAPPALLI,Whole Year ,Cashewnut,261,17.3348681,92.21318555
TIRUCHIRAPPALLI,Whole Year ,Coriander,271,18.17912258,94.76322976
TIRUCHIRAPPALLI,Whole Year ,Dry chillies,1644,18.01272266,98.28583013
TIRUCHIRAPPALLI,Whole Year ,Guar seed,67957,20.99373558,91.01152997
TIRUCHIRAPPALLI,Whole Year ,Onion,22770,19.46233971,91.09745581
TIRUCHIRAPPALLI,Whole Year ,Sugarcane,698801,19.81344531,91.405983
TIRUCHIRAPPALLI,Whole Year ,Sweet potato,570,18.97424756,89.78216168
TIRUCHIRAPPALLI,Whole Year ,Tapioca,176513,18.19737048,97.51952041
TIRUCHIRAPPALLI,Whole Year ,Turmeric,1217,18.72963144,89.98024312
TIRUCHIRAPPALLI,Kharif     ,Arhar/Tur,1739,20.99502153,95.94035356
TIRUCHIRAPPALLI,Kharif     ,Bajra,8326,20.28155898,95.89898581
TIRUCHIRAPPALLI,Kharif     ,Castor seed,526,17.48042641,100.3060719
TIRUCHIRAPPALLI,Kharif     ,Cotton(lint),12300,20.88818675,89.74409017
TIRUCHIRAPPALLI,Kharif     ,Groundnut,39109,17.08498521,97.4611918
TIRUCHIRAPPALLI,Kharif     ,Horse-gram,824,20.09340593,91.46664318
TIRUCHIRAPPALLI,Kharif     ,Jowar,36670,17.57212145,89.59371481
TIRUCHIRAPPALLI,Kharif     ,Maize,1516,19.12065218,95.04871605
TIRUCHIRAPPALLI,Kharif     ,Mesta,491,18.57665902,97.79072474
TIRUCHIRAPPALLI,Kharif     ,Moong(Green Gram),1659,17.16606398,93.53197359
TIRUCHIRAPPALLI,Kharif     ,Other Cereals & Millets,2935,18.2872007,91.77522598
TIRUCHIRAPPALLI,Kharif     ,Other Kharif pulses,361,19.03025305,96.23520043
TIRUCHIRAPPALLI,Kharif     ,Ragi,233,17.1418614,96.63721027
TIRUCHIRAPPALLI,Kharif     ,Rice,302523,17.47809436,96.38808001
TIRUCHIRAPPALLI,Kharif     ,Sesamum,3841,20.56601874,98.05089394
TIRUCHIRAPPALLI,Kharif     ,Sunflower,4983,17.22385224,91.22881052
TIRUCHIRAPPALLI,Kharif     ,Urad,10843,19.69141713,98.57025046
TIRUCHIRAPPALLI,Rabi       ,Gram,43,17.84851658,90.38503469
TIRUCHIRAPPALLI,Whole Year ,Banana,333226,18.8202251,96.08745082
TIRUCHIRAPPALLI,Whole Year ,Cashewnut,32,17.47500984,94.67344737
TIRUCHIRAPPALLI,Whole Year ,Coriander,159,18.72649425,89.29147581
TIRUCHIRAPPALLI,Whole Year ,Dry chillies,924,18.65580107,97.45373619
TIRUCHIRAPPALLI,Whole Year ,Onion,15958,18.2356751,91.54560427
TIRUCHIRAPPALLI,Whole Year ,Sannhamp,95,18.81198127,95.8946444
TIRUCHIRAPPALLI,Whole Year ,Sugarcane,555816,18.65054116,93.17221967
TIRUCHIRAPPALLI,Whole Year ,Sweet potato,933,20.36720401,100.7720705
TIRUCHIRAPPALLI,Whole Year ,Tapioca,265215,18.38120357,93.92375879
TIRUCHIRAPPALLI,Whole Year ,Turmeric,1700,17.17012591,91.88766069
TIRUCHIRAPPALLI,Kharif     ,Arhar/Tur,800,19.37101121,91.10190759
TIRUCHIRAPPALLI,Kharif     ,Bajra,2690,17.92845928,67.12534492
TIRUCHIRAPPALLI,Kharif     ,Cotton(lint),10880,19.45339934,68.38135469
TIRUCHIRAPPALLI,Kharif     ,Groundnut,24880,19.12829388,68.73932528
TIRUCHIRAPPALLI,Kharif     ,Jowar,19290,19.1034283,66.83872293
TIRUCHIRAPPALLI,Kharif     ,Moong(Green Gram),290,17.48504075,65.34440794
TIRUCHIRAPPALLI,Kharif     ,Ragi,250,19.40751744,70.39906054
TIRUCHIRAPPALLI,Kharif     ,Rice,296510,20.18649426,66.76285469
TIRUCHIRAPPALLI,Kharif     ,Sesamum,630,17.30287885,69.63122027
TIRUCHIRAPPALLI,Kharif     ,Sunflower,3990,17.50361137,66.77844567
TIRUCHIRAPPALLI,Kharif     ,Urad,1640,18.17234999,73.88467027
TIRUCHIRAPPALLI,Whole Year ,Sugarcane,479800,17.57445618,74.91506217
TIRUCHIRAPPALLI,Kharif     ,Arhar/Tur,248,20.93175255,66.02765219
TIRUCHIRAPPALLI,Kharif     ,Bajra,3676,19.71098332,68.06417307
TIRUCHIRAPPALLI,Kharif     ,Castor seed,111,19.07937684,65.84748763
TIRUCHIRAPPALLI,Kharif     ,Cotton(lint),2581,18.54988627,67.235765
TIRUCHIRAPPALLI,Kharif     ,Groundnut,15616,18.19903647,73.02882766
TIRUCHIRAPPALLI,Kharif     ,Horse-gram,182,18.88852533,68.23963161
TIRUCHIRAPPALLI,Kharif     ,Jowar,20181,18.49311205,71.4065452
TIRUCHIRAPPALLI,Kharif     ,Korra,1,19.48974337,69.66256816
TIRUCHIRAPPALLI,Kharif     ,Maize,4916,17.25769499,65.52279323
TIRUCHIRAPPALLI,Kharif     ,Moong(Green Gram),231,19.62416326,72.24230804
TIRUCHIRAPPALLI,Kharif     ,Other Kharif pulses,82,20.67526473,66.93065667
TIRUCHIRAPPALLI,Kharif     ,Ragi,130,20.02381489,69.17281221
TIRUCHIRAPPALLI,Kharif     ,Rice,154947,20.1187446,70.08200379
TIRUCHIRAPPALLI,Kharif     ,Samai,199,20.65691793,69.75734306
TIRUCHIRAPPALLI,Kharif     ,Sesamum,480,19.2582557,68.66813363
TIRUCHIRAPPALLI,Kharif     ,Sunflower,4698,17.927806,73.23901752
TIRUCHIRAPPALLI,Kharif     ,Urad,1092,19.16288268,67.10439401
TIRUCHIRAPPALLI,Kharif     ,Varagu,531,20.26942271,65.70148216
TIRUCHIRAPPALLI,Rabi       ,Gram,23,17.09104223,69.30772897
TIRUCHIRAPPALLI,Whole Year ,Arecanut,,17.06579293,74.53557341
TIRUCHIRAPPALLI,Whole Year ,Ash Gourd,0,20.62767492,73.28712806
TIRUCHIRAPPALLI,Whole Year ,Banana,384166,20.8248451,66.53946559
TIRUCHIRAPPALLI,Whole Year ,Bhindi,678,19.46210401,66.38448261
TIRUCHIRAPPALLI,Whole Year ,Bitter Gourd,0,17.18248372,68.69420397
TIRUCHIRAPPALLI,Whole Year ,Bottle Gourd,0,17.48911699,71.55665483
TIRUCHIRAPPALLI,Whole Year ,Brinjal,968,17.48395377,71.06611222
TIRUCHIRAPPALLI,Whole Year ,Cashewnut,233,19.48316794,73.01026829
TIRUCHIRAPPALLI,Whole Year ,Citrus Fruit,1233,19.71359733,67.92204319
TIRUCHIRAPPALLI,Whole Year ,Coconut ,84200,19.48649305,65.06962486
TIRUCHIRAPPALLI,Whole Year ,Coriander,210,19.95264829,71.18289431
TIRUCHIRAPPALLI,Whole Year ,Cucumber,0,19.41789736,67.03840888
TIRUCHIRAPPALLI,Whole Year ,Drum Stick,0,19.45591848,74.40198861
TIRUCHIRAPPALLI,Whole Year ,Dry chillies,1969,20.19137759,65.3973168
TIRUCHIRAPPALLI,Whole Year ,Grapes,131,18.8392908,65.70430027
TIRUCHIRAPPALLI,Whole Year ,Jack Fruit,260,20.71219282,71.43001582
TIRUCHIRAPPALLI,Whole Year ,Lab-Lab,0,18.99424448,73.34232097
TIRUCHIRAPPALLI,Whole Year ,Mango,3294,19.96837462,68.68895899
